epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
137,862.308,0.73166,0.95461,0.41407,0.91612,0,0.99815,1,0.995,0.86944,0.99815,1,0.995,0.88773,0.58028,0.64294,0.30968,0.84862,0,0.0003268,0.0003268,0.0003268
138,868.493,0.75659,0.92808,0.43424,0.91959,0,0.99824,1,0.995,0.85951,0.99824,1,0.995,0.84709,0.58716,0.66799,0.3187,0.85198,0,0.00032185,0.00032185,0.00032185
139,874.607,0.69683,0.90009,0.4137,0.88958,0,0.99827,1,0.995,0.85959,0.99827,1,0.995,0.85032,0.59227,0.67323,0.31204,0.85361,0,0.0003169,0.0003169,0.0003169
140,881.007,0.68887,0.85587,0.40165,0.89135,0,0.99828,1,0.995,0.86116,0.99828,1,0.995,0.83976,0.5834,0.66642,0.30479,0.84992,0,0.00031195,0.00031195,0.00031195
141,887.185,0.69067,0.87276,0.3824,0.91138,0,0.9982,1,0.995,0.8795,0.9982,1,0.995,0.8567,0.54517,0.65216,0.2821,0.84098,0,0.000307,0.000307,0.000307
142,893.343,0.70686,0.9053,0.40205,0.89969,0,0.99812,1,0.995,0.89,0.99812,1,0.995,0.86557,0.52426,0.64068,0.2825,0.83783,0,0.00030205,0.00030205,0.00030205
143,899.477,0.74944,0.916,0.41419,0.91767,0,0.99807,1,0.995,0.89122,0.99807,1,0.995,0.87173,0.53524,0.64977,0.28932,0.83916,0,0.0002971,0.0002971,0.0002971
144,905.653,0.77235,1.03688,0.41148,0.93765,0,0.99808,1,0.995,0.88726,0.99808,1,0.995,0.87257,0.54365,0.63849,0.28485,0.84107,0,0.00029215,0.00029215,0.00029215
145,911.857,0.66954,0.92471,0.39118,0.88303,0,0.99811,1,0.995,0.90531,0.99811,1,0.995,0.87869,0.5196,0.62796,0.28018,0.83793,0,0.0002872,0.0002872,0.0002872
146,918.165,0.72213,0.94938,0.41337,0.91007,0,0.99811,1,0.995,0.8909,0.99811,1,0.995,0.87096,0.52102,0.63304,0.29041,0.8372,0,0.00028225,0.00028225,0.00028225
147,924.303,0.71956,0.87983,0.39993,0.92078,0,0.99812,1,0.995,0.88675,0.99812,1,0.995,0.87017,0.53177,0.64218,0.29883,0.83797,0,0.0002773,0.0002773,0.0002773
148,930.531,0.71138,0.89304,0.40095,0.90246,0,0.99823,1,0.995,0.89044,0.99823,1,0.995,0.86916,0.51156,0.62757,0.29224,0.83463,0,0.00027235,0.00027235,0.00027235
149,936.788,0.73722,0.94494,0.41611,0.91753,0,0.99824,1,0.995,0.88785,0.99824,1,0.995,0.88394,0.52186,0.64603,0.2871,0.83744,0,0.0002674,0.0002674,0.0002674
150,943.1,0.70119,0.8418,0.39015,0.89924,0,0.99819,1,0.995,0.88946,0.99819,1,0.995,0.88292,0.51759,0.6477,0.28404,0.83675,0,0.00026245,0.00026245,0.00026245
151,949.061,0.72328,0.95871,0.41383,0.90032,0,0.99821,1,0.995,0.89327,0.99821,1,0.995,0.88925,0.50621,0.64221,0.28212,0.83425,0,0.0002575,0.0002575,0.0002575
152,955.252,0.66105,0.84086,0.36898,0.89119,0,0.99812,1,0.995,0.89683,0.99812,1,0.995,0.86879,0.52374,0.68129,0.28425,0.83696,0,0.00025255,0.00025255,0.00025255
153,961.449,0.69914,0.90164,0.39609,0.90452,0,0.99808,1,0.995,0.89088,0.99808,1,0.995,0.84969,0.56588,0.72258,0.29126,0.84928,0,0.0002476,0.0002476,0.0002476
154,967.445,0.76694,1.00929,0.43274,0.91919,0,0.99812,1,0.995,0.88616,0.99812,1,0.995,0.86244,0.55514,0.69379,0.28459,0.85022,0,0.00024265,0.00024265,0.00024265
155,973.329,0.62838,0.8058,0.37471,0.89578,0,0.99812,1,0.995,0.90772,0.99812,1,0.995,0.87908,0.53329,0.66263,0.27443,0.84522,0,0.0002377,0.0002377,0.0002377
156,979.404,0.69178,0.93864,0.39503,0.91282,0,0.99814,1,0.995,0.88392,0.99814,1,0.995,0.89529,0.53862,0.65139,0.27306,0.83996,0,0.00023275,0.00023275,0.00023275
157,985.537,0.66617,0.80992,0.36319,0.88659,0,0.99816,1,0.995,0.8799,0.99816,1,0.995,0.88862,0.5713,0.66843,0.27878,0.84244,0,0.0002278,0.0002278,0.0002278
158,991.794,0.74349,0.95992,0.40933,0.92767,0,0.9982,1,0.995,0.87287,0.9982,1,0.995,0.87819,0.57593,0.6735,0.28241,0.84391,0,0.00022285,0.00022285,0.00022285
159,998.369,0.71873,0.91686,0.39537,0.89302,0,0.99818,1,0.995,0.88002,0.99818,1,0.995,0.86993,0.55274,0.65456,0.27563,0.84166,0,0.0002179,0.0002179,0.0002179
160,1005.15,0.68329,0.8759,0.38157,0.88356,0,0.99818,1,0.995,0.9001,0.99818,1,0.995,0.86443,0.53244,0.62332,0.27279,0.84676,0,0.00021295,0.00021295,0.00021295
161,1012.21,0.63423,0.82196,0.36363,0.87853,0,0.99817,1,0.995,0.89063,0.99817,1,0.995,0.86431,0.57089,0.64528,0.28457,0.85743,0,0.000208,0.000208,0.000208
162,1018.98,0.75849,0.97769,0.41202,0.90851,0,0.99812,1,0.995,0.89694,0.99812,1,0.995,0.86436,0.54434,0.64057,0.28431,0.8512,0,0.00020305,0.00020305,0.00020305
163,1026.3,0.80187,0.99107,0.42805,0.94534,0,0.99816,1,0.995,0.89956,0.99816,1,0.995,0.85654,0.52244,0.6395,0.28047,0.84502,0,0.0001981,0.0001981,0.0001981
164,1032.76,0.7425,0.94905,0.40314,0.91471,0,0.99816,1,0.995,0.91068,0.99816,1,0.995,0.87129,0.49782,0.6496,0.27749,0.8351,0,0.00019315,0.00019315,0.00019315
165,1039.59,0.66135,0.83992,0.37062,0.88514,0,0.99815,1,0.995,0.90589,0.99815,1,0.995,0.87388,0.51073,0.65745,0.28451,0.83681,0,0.0001882,0.0001882,0.0001882
166,1046.19,0.68841,0.84028,0.38463,0.90284,0,0.9981,1,0.995,0.91399,0.9981,1,0.995,0.88311,0.4942,0.61474,0.27368,0.83396,0,0.00018325,0.00018325,0.00018325
167,1052.45,0.67193,0.88593,0.3808,0.90854,0,0.9981,1,0.995,0.91031,0.9981,1,0.995,0.88812,0.48153,0.6038,0.2636,0.8321,0,0.0001783,0.0001783,0.0001783
168,1058.93,0.75664,0.93601,0.39948,0.91243,0,0.9981,1,0.995,0.92016,0.9981,1,0.995,0.88372,0.47801,0.60989,0.25139,0.83071,0,0.00017335,0.00017335,0.00017335
169,1065.46,0.67525,0.91155,0.37545,0.89724,0,0.99814,1,0.995,0.90926,0.99814,1,0.995,0.87556,0.5047,0.61191,0.26003,0.83266,0,0.0001684,0.0001684,0.0001684
170,1071.67,0.74356,0.9695,0.3972,0.93488,0,0.99811,1,0.995,0.89027,0.99811,1,0.995,0.86345,0.5421,0.63076,0.26982,0.83752,0,0.00016345,0.00016345,0.00016345
171,1077.88,0.69568,0.93357,0.38795,0.9101,0,0.99814,1,0.995,0.88974,0.99814,1,0.995,0.86576,0.54781,0.63762,0.26791,0.83771,0,0.0001585,0.0001585,0.0001585
172,1083.81,0.60447,0.79288,0.35179,0.88396,0,0.99819,1,0.995,0.90742,0.99819,1,0.995,0.8835,0.50479,0.62923,0.25875,0.83383,0,0.00015355,0.00015355,0.00015355
173,1090.28,0.699,0.94323,0.38037,0.89093,0,0.99821,1,0.995,0.91272,0.99821,1,0.995,0.89566,0.47436,0.61213,0.2479,0.83202,0,0.0001486,0.0001486,0.0001486
174,1096.69,0.65257,0.81761,0.37024,0.8889,0,0.99823,1,0.995,0.90788,0.99823,1,0.995,0.89226,0.4852,0.61504,0.25561,0.83407,0,0.00014365,0.00014365,0.00014365
175,1103,0.69526,0.86475,0.38726,0.9015,0,0.9982,1,0.995,0.91051,0.9982,1,0.995,0.88778,0.4947,0.62155,0.2621,0.83529,0,0.0001387,0.0001387,0.0001387
176,1109.54,0.73518,0.91519,0.40181,0.92123,0,0.99821,1,0.995,0.90388,0.99821,1,0.995,0.87864,0.50609,0.63011,0.27424,0.8379,0,0.00013375,0.00013375,0.00013375
177,1116.06,0.68803,0.90465,0.38804,0.89782,0,0.99819,1,0.995,0.9071,0.99819,1,0.995,0.88049,0.50507,0.62862,0.28153,0.83779,0,0.0001288,0.0001288,0.0001288
178,1122.36,0.70008,0.92056,0.39471,0.92069,0,0.99812,1,0.995,0.91278,0.99812,1,0.995,0.87359,0.51997,0.63182,0.28092,0.8363,0,0.00012385,0.00012385,0.00012385
179,1128.89,0.69743,0.84859,0.37244,0.90151,0,0.99812,1,0.995,0.90617,0.99812,1,0.995,0.87693,0.52121,0.63351,0.27419,0.83579,0,0.0001189,0.0001189,0.0001189
180,1135.58,0.66925,0.85457,0.38069,0.8945,0,0.99809,1,0.995,0.90885,0.99809,1,0.995,0.8813,0.50705,0.63078,0.26963,0.83399,0,0.00011395,0.00011395,0.00011395
181,1141.6,0.62409,0.75099,0.3487,0.87994,0,0.99806,1,0.995,0.91437,0.99806,1,0.995,0.88084,0.49094,0.62623,0.26146,0.83265,0,0.000109,0.000109,0.000109
182,1147.7,0.68016,0.99201,0.37216,0.90232,0,0.9981,1,0.995,0.90926,0.9981,1,0.995,0.88251,0.49065,0.61926,0.26099,0.83298,0,0.00010405,0.00010405,0.00010405
183,1153.98,0.6464,0.88359,0.37317,0.88988,0,0.99814,1,0.995,0.90266,0.99814,1,0.995,0.87845,0.50389,0.62034,0.26148,0.83492,0,9.91e-05,9.91e-05,9.91e-05
184,1160.24,0.61243,0.8493,0.34825,0.88427,0,0.99819,1,0.995,0.91416,0.99819,1,0.995,0.87358,0.52487,0.63249,0.26289,0.84257,0,9.415e-05,9.415e-05,9.415e-05
185,1166.58,0.63018,0.84492,0.35638,0.8849,0,0.99813,1,0.995,0.90726,0.99813,1,0.995,0.87372,0.53103,0.63771,0.27073,0.84301,0,8.92e-05,8.92e-05,8.92e-05
186,1173.1,0.6813,0.8979,0.37722,0.91497,0,0.99812,1,0.995,0.9238,0.99812,1,0.995,0.87179,0.51854,0.62777,0.27217,0.83688,0,8.425e-05,8.425e-05,8.425e-05
187,1179.41,0.68638,0.90031,0.37043,0.90345,0,0.99809,1,0.995,0.90965,0.99809,1,0.995,0.87761,0.51236,0.6264,0.27442,0.83601,0,7.93e-05,7.93e-05,7.93e-05
188,1185.53,0.74324,0.87082,0.3678,0.91421,0,0.99813,1,0.995,0.91349,0.99813,1,0.995,0.88219,0.50026,0.6237,0.26991,0.83401,0,7.435e-05,7.435e-05,7.435e-05
189,1191.86,0.65206,0.90617,0.3594,0.88775,0,0.99815,1,0.995,0.92249,0.99815,1,0.995,0.88932,0.49395,0.62207,0.26128,0.83284,0,6.94e-05,6.94e-05,6.94e-05
190,1197.78,0.61715,0.77532,0.34054,0.87688,0,0.99812,1,0.995,0.90878,0.99812,1,0.995,0.88643,0.48974,0.61872,0.26087,0.83279,0,6.445e-05,6.445e-05,6.445e-05
191,1203.66,0.52711,0.66542,0.31012,0.83222,0,0.99816,1,0.995,0.92001,0.99816,1,0.995,0.87933,0.49341,0.61791,0.26087,0.83337,0,5.95e-05,5.95e-05,5.95e-05
192,1209.52,0.54902,0.70492,0.30742,0.85256,0,0.99817,1,0.995,0.91602,0.99817,1,0.995,0.87648,0.49758,0.61741,0.25279,0.83372,0,5.455e-05,5.455e-05,5.455e-05
193,1215.33,0.54854,0.70976,0.31707,0.86466,0,0.99818,1,0.995,0.91457,0.99818,1,0.995,0.88006,0.49861,0.61968,0.25436,0.83391,0,4.96e-05,4.96e-05,4.96e-05
194,1221.04,0.53686,0.69816,0.30852,0.83161,0,0.99819,1,0.995,0.90036,0.99819,1,0.995,0.88046,0.49954,0.62191,0.25596,0.83469,0,4.465e-05,4.465e-05,4.465e-05
195,1226.64,0.54731,0.68045,0.30484,0.84374,0,0.99822,1,0.995,0.901,0.99822,1,0.995,0.88092,0.5002,0.623,0.25488,0.83471,0,3.97e-05,3.97e-05,3.97e-05
196,1232.37,0.5143,0.68848,0.29094,0.85922,0,0.9982,1,0.995,0.90543,0.9982,1,0.995,0.88098,0.49778,0.62226,0.25738,0.83501,0,3.475e-05,3.475e-05,3.475e-05
197,1238.3,0.52519,0.71176,0.29715,0.8331,0,0.99818,1,0.995,0.90502,0.99818,1,0.995,0.87963,0.49503,0.62,0.25767,0.83453,0,2.98e-05,2.98e-05,2.98e-05
198,1244.49,0.53173,0.69768,0.3011,0.8474,0,0.99819,1,0.995,0.90446,0.99819,1,0.995,0.87964,0.49294,0.61935,0.25584,0.83431,0,2.485e-05,2.485e-05,2.485e-05
199,1250.61,0.53575,0.6743,0.2948,0.86127,0,0.99816,1,0.995,0.90724,0.99816,1,0.995,0.88016,0.49194,0.61926,0.25459,0.83403,0,1.99e-05,1.99e-05,1.99e-05
200,1256.87,0.53723,0.66383,0.30064,0.84756,0,0.99817,1,0.995,0.9092,0.99817,1,0.995,0.87585,0.48979,0.61731,0.25164,0.83395,0,1.495e-05,1.495e-05,1.495e-05
